ID,Pred
1,0.038429144769907
2,3.2035584354161983e-06
3,0.0007487261318601668
4,0.00012461343430913985
5,0.9994730353355408
6,0.8872343301773071
7,0.0028928553219884634
8,0.5568528175354004
9,0.0008775154710747302
10,0.08472155779600143
11,0.9843797087669373
12,0.9916247725486755
13,1.4100868611421902e-05
14,0.9991188645362854
15,0.9987518787384033
16,0.9998520612716675
17,0.6659722328186035
18,0.19437196850776672
19,0.9812264442443848
20,0.13913576304912567
21,0.009426840580999851
22,0.44148513674736023
23,0.9998916387557983
24,0.20641081035137177
25,0.9999960660934448
26,0.18043465912342072
27,0.9481638073921204
28,0.9999874830245972
29,0.8450494408607483
30,0.9892169237136841
31,0.00019716264796443284
32,0.9997467398643494
33,0.9996554851531982
34,0.9999591112136841
35,0.40851232409477234
36,0.005110966973006725
37,0.9263795018196106
38,0.9999748468399048
39,4.0384413296123967e-05
40,0.9998192191123962
41,0.9301324486732483
42,0.9710686802864075
43,2.9711964089074172e-05
44,4.2268933611921966e-05
45,0.9995291233062744
46,0.9999791383743286
47,0.016752250492572784
48,0.9999864101409912
49,8.706192602403462e-06
50,0.9999880790710449
51,0.0015625681262463331
52,0.9768243432044983
53,0.9997851252555847
54,1.2128416528867092e-05
55,0.9991494417190552
56,0.999988317489624
57,0.003667783923447132
58,0.00031506153754889965
59,0.019962338730692863
60,0.9995664954185486
61,0.9999624490737915
62,0.9999874830245972
63,0.9999946355819702
64,0.0003355436201673001
65,0.974301815032959
66,0.445031076669693
67,0.0001644292351556942
68,2.058051359199453e-05
69,7.1971667239267845e-06
70,0.9983034133911133
71,0.9987478256225586
72,0.049812570214271545
73,0.9993519186973572
74,0.00012317321670707315
75,0.9999932050704956
76,0.9995013475418091
77,0.00011794259626185521
78,0.9992689490318298
79,0.8637596964836121
80,0.9999434947967529
81,0.9999709129333496
82,0.0004975749761797488
83,0.9993804693222046
84,0.9905543923377991
85,0.9994476437568665
86,1.9996259652543813e-05
87,0.9999397993087769
88,0.9846363067626953
89,0.9999971389770508
90,0.0004403018392622471
91,0.9997772574424744
92,0.8237205743789673
93,0.9999687671661377
94,0.9999825954437256
95,9.027467967825942e-06
96,0.9999805688858032
97,0.9924989342689514
98,0.32384318113327026
99,0.25906097888946533
100,0.9893574118614197
101,0.00025067670503631234
102,0.9999864101409912
103,0.9995205402374268
104,0.0001412597339367494
105,0.8053883910179138
106,5.682646224158816e-05
107,3.5422833661868935e-06
108,0.9998966455459595
109,0.9994322657585144
110,0.9999940395355225
111,0.07790670543909073
112,0.09238813817501068
113,0.06051688268780708
114,0.0013824057532474399
115,0.9891770482063293
116,0.9999773502349854
117,0.9991284012794495
118,0.9999302625656128
119,0.9999465942382812
120,0.9997296929359436
121,0.9968400001525879
122,0.9999709129333496
123,0.959634006023407
124,0.8431814908981323
125,0.9998053908348083
126,0.9999892711639404
127,0.5304444432258606
128,0.9997242093086243
129,0.6886690855026245
130,0.970755934715271
131,0.9999630451202393
132,0.9999909400939941
133,4.554647603072226e-05
134,0.03196480870246887
135,0.9182577729225159
136,0.9999927282333374
137,0.9999455213546753
138,0.9999649524688721
139,0.9999903440475464
140,0.9999750852584839
141,0.999862551689148
142,0.00010751245281426236
143,0.4716570973396301
144,0.9999639987945557
145,4.389356035972014e-05
146,0.9910821914672852
147,0.2006794810295105
148,0.9993680119514465
149,0.3887369632720947
150,0.9999872446060181
151,0.005663360469043255
152,0.9567458629608154
153,3.431820005062036e-05
154,0.8827319741249084
155,0.9963005781173706
156,0.9999639987945557
157,0.00020675240375567228
158,0.998866081237793
159,2.789139216474723e-05
160,0.9988974332809448
161,0.9805563688278198
162,0.9997361302375793
163,8.537369467376266e-06
164,0.9999938011169434
165,0.9914757013320923
166,0.5658935308456421
167,0.8798259496688843
168,1.179841910925461e-05
169,0.9957446455955505
170,0.009845779277384281
171,0.6859675645828247
172,0.9998795986175537
173,0.9999446868896484
174,0.1768437623977661
175,0.9993816614151001
176,0.9995976090431213
177,0.9999942779541016
178,1.200974020321155e-05
179,0.0446622408926487
180,0.9996614456176758
181,0.8303947448730469
182,0.036326177418231964
183,0.999879002571106
184,0.28633713722229004
185,0.9999220371246338
186,0.9994749426841736
187,1.7240086890524253e-05
188,0.9999622106552124
189,0.010433313436806202
190,0.014329842291772366
191,0.9999583959579468
192,0.9569628238677979
193,0.9999686479568481
194,0.00034528906689956784
195,0.0007711704820394516
196,0.9999889135360718
197,5.649583545164205e-05
198,0.9997350573539734
199,2.7479292839416303e-05
200,0.9999630451202393
201,0.9999752044677734
202,4.387991793919355e-05
203,2.942126229754649e-05
204,2.5802488380577415e-05
205,0.8831329345703125
206,0.009099820628762245
207,0.00025961874052882195
208,0.9999639987945557
209,0.0029140841215848923
210,0.0007468462572433054
211,0.9997758269309998
212,0.9791074395179749
213,0.004154205787926912
214,0.00042324356036260724
215,0.9996145963668823
216,0.9999676942825317
217,0.9030983448028564
218,0.9639908671379089
219,0.0005141181754879653
220,0.9995991587638855
221,9.374759429192636e-06
222,0.9969233870506287
223,0.9999173879623413
224,0.9998998641967773
225,0.0034708587918430567
226,8.52044286148157e-06
227,0.05557328835129738
228,0.00038272913661785424
229,2.842659887392074e-05
230,1.6320562281180173e-05
231,0.9951258301734924
232,1.339372647635173e-05
233,0.01787434332072735
234,0.9995006322860718
235,0.044677846133708954
236,0.9998708963394165
237,0.9985082745552063
238,0.00022460581385530531
239,0.009153611026704311
240,0.999994158744812
241,0.9918335676193237
242,2.3803442672942765e-05
243,8.646904461784288e-05
244,0.002168192295357585
245,0.9160972237586975
246,7.911405191407539e-06
247,0.0013600781094282866
248,0.00044396179146133363
249,0.00890453439205885
250,0.9209229350090027
251,0.0019832481630146503
252,0.9124999046325684
253,2.8810620278818533e-05
254,0.999900221824646
255,0.9999207258224487
256,0.021614303812384605
257,1.4170605027175043e-05
258,2.8441894755815156e-05
259,0.3870706856250763
260,0.9999542236328125
261,0.9999332427978516
262,0.999972939491272
263,5.8886402257485315e-05
264,0.9962846040725708
265,3.723415284184739e-05
266,0.10182729363441467
267,0.999448835849762
268,0.9952849745750427
269,0.9992659687995911
270,0.0023651402443647385
271,0.9996408224105835
272,9.641031283535995e-06
273,0.999987006187439
274,0.9999834299087524
275,2.4728187781875022e-05
276,0.020572513341903687
277,0.00031679036328569055
278,0.00037330275517888367
279,0.3605729341506958
280,0.998723566532135
281,0.0002903127751778811
282,0.004317237064242363
283,0.9766112565994263
284,0.9991994500160217
285,8.385430555790663e-05
286,0.999966025352478
287,0.9666237235069275
288,0.09815428406000137
289,0.9987506866455078
290,0.882371723651886
291,0.7972632050514221
292,0.0014907646691426635
293,0.5750941038131714
294,0.9999655485153198
295,0.9622665643692017
296,0.9828529953956604
297,0.0002682065241970122
298,0.0003079755406361073
299,8.874552804627456e-06
300,0.9999908208847046
301,0.16735652089118958
302,0.9999382495880127
303,0.005214542616158724
304,0.9999533891677856
305,0.7801544666290283
306,0.004094080533832312
307,0.9999921321868896
308,0.9999713897705078
309,0.9979656934738159
310,0.999687910079956
311,0.9999771118164062
312,2.4009355911402963e-05
313,0.9974727034568787
314,0.004828546196222305
315,0.014697217382490635
316,0.9901903867721558
317,0.9998408555984497
318,7.163872214732692e-05
319,0.9998751878738403
320,0.9998509883880615
321,0.005345019977539778
322,0.11966623365879059
323,0.011929795145988464
324,0.16099777817726135
325,0.9999403953552246
326,0.9927183389663696
327,0.9999719858169556
328,0.9999028444290161
329,0.9958606362342834
330,0.9998624324798584
331,0.0832904502749443
332,0.9999901056289673
333,0.9999094009399414
334,0.9999157190322876
335,0.11306832730770111
